;mother_wavelet;local_max_level;threshold_type;k_coeff;m_coeff;input_snr;output_snr;input_mse;output_mse;execution_time
1144;sym8;4;soft;0,25;1,0;10,020666147969763;14,44421056350673;0,00028489971821933673;0,00010288156883131402;17,0705
1195;sym8;5;soft;1,0;0,2;10,020666147969763;14,432336327959277;0,00028489971821933673;0,00010316324673088578;17,3842
1186;sym8;5;soft;0,5;0,4;10,020666147969763;14,432336327959277;0,00028489971821933673;0,00010316324673088578;17,2877
1183;sym8;5;soft;0,25;0,8;10,020666147969763;14,432336327959277;0,00028489971821933673;0,00010316324673088578;16,7652
544;db8;4;soft;0,25;1,0;10,020666147969763;14,418684541241987;0,00028489971821933673;0,00010348804443686579;17,0272
1155;sym8;4;soft;1,0;0,2;10,020666147969763;14,414418898530023;0,00028489971821933673;0,00010358974038390443;16,9867
1146;sym8;4;soft;0,5;0,4;10,020666147969763;14,414418898530023;0,00028489971821933673;0,00010358974038390443;16,3315
1143;sym8;4;soft;0,25;0,8;10,020666147969763;14,414418898530023;0,00028489971821933673;0,00010358974038390443;16,5914
586;db8;5;soft;0,5;0,4;10,020666147969763;14,406743308871619;0,00028489971821933673;0,0001037729836476501;17,4864
583;db8;5;soft;0,25;0,8;10,020666147969763;14,406743308871619;0,00028489971821933673;0,0001037729836476501;17,2907
595;db8;5;soft;1,0;0,2;10,020666147969763;14,406743308871619;0,00028489971821933673;0,0001037729836476501;17,7536
543;db8;4;soft;0,25;0,8;10,020666147969763;14,394904585367804;0,00028489971821933673;0,00010405625127217111;17,3018
546;db8;4;soft;0,5;0,4;10,020666147969763;14,394904585367804;0,00028489971821933673;0,00010405625127217111;16,7239
555;db8;4;soft;1,0;0,2;10,020666147969763;14,394904585367804;0,00028489971821933673;0,00010405625127217111;17,9042
1184;sym8;5;soft;0,25;1,0;10,020666147969763;14,385559182608766;0,00028489971821933673;0,00010428040669066831;17,1544
1104;sym8;3;soft;0,25;1,0;10,020666147969763;14,36755749740911;0,00028489971821933673;0,00010471355035163773;15,8675
584;db8;5;soft;0,25;1,0;10,020666147969763;14,351302131194089;0,00028489971821933673;0,0001051062209221224;16,8235
504;db8;3;soft;0,25;1,0;10,020666147969763;14,35059671062681;0,00028489971821933673;0,0001051232946163509;15,962
983;sym5;5;soft;0,25;0,8;10,020666147969763;14,321393672979113;0,00028489971821933673;0,00010583255164868509;15,9745
986;sym5;5;soft;0,5;0,4;10,020666147969763;14,321393672979113;0,00028489971821933673;0,00010583255164868509;15,6928
995;sym5;5;soft;1,0;0,2;10,020666147969763;14,321393672979113;0,00028489971821933673;0,00010583255164868509;16,8588
395;db5;5;soft;1,0;0,2;10,020666147969763;14,317556678490845;0,00028489971821933673;0,00010592609609205586;15,5298
383;db5;5;soft;0,25;0,8;10,020666147969763;14,317556678490845;0,00028489971821933673;0,00010592609609205586;15,5533
