;mother_wavelet;local_max_level;threshold_type;k_coeff;m_coeff;input_snr;output_snr;input_mse;output_mse;execution_time
789;sym2;5;soft;0,5;1,0;5,00308079563105;5,634233893946089;0,0010601743618802479;0,0009167733658803626;12,322
189;db2;5;soft;0,5;1,0;5,00308079563105;5,634233893946089;0,0010601743618802479;0,0009167733658803626;14,7687
192;db2;5;soft;0,75;0,6;5,00308079563105;5,629487706172185;0,0010601743618802479;0,0009177758094253174;15,6187
792;sym2;5;soft;0,75;0,6;5,00308079563105;5,629487706172185;0,0010601743618802479;0,0009177758094253174;14,004
793;sym2;5;soft;0,75;0,8;5,00308079563105;5,622001564424984;0,0010601743618802479;0,0009193591877740497;12,877
197;db2;5;soft;1,0;0,6;5,00308079563105;5,622001564424984;0,0010601743618802479;0,0009193591877740497;13,7188
797;sym2;5;soft;1,0;0,6;5,00308079563105;5,622001564424984;0,0010601743618802479;0,0009193591877740497;12,4685
193;db2;5;soft;0,75;0,8;5,00308079563105;5,622001564424984;0,0010601743618802479;0,0009193591877740497;13,4078
788;sym2;5;soft;0,5;0,8;5,00308079563105;5,616181932268475;0,0010601743618802479;0,0009205919731059112;12,9617
188;db2;5;soft;0,5;0,8;5,00308079563105;5,616181932268475;0,0010601743618802479;0,0009205919731059112;13,7957
196;db2;5;soft;1,0;0,4;5,00308079563105;5,616181932268475;0,0010601743618802479;0,0009205919731059112;13,1963
796;sym2;5;soft;1,0;0,4;5,00308079563105;5,616181932268475;0,0010601743618802479;0,0009205919731059112;17,3097
393;db5;5;soft;0,75;0,8;5,00308079563105;5,579626475726769;0,0010601743618802479;0,0009283734877593815;16,225
397;db5;5;soft;1,0;0,6;5,00308079563105;5,579626475726769;0,0010601743618802479;0,0009283734877593815;15,2468
993;sym5;5;soft;0,75;0,8;5,00308079563105;5,577821009425158;0,0010601743618802479;0,0009287595151147495;14,4668
997;sym5;5;soft;1,0;0,6;5,00308079563105;5,577821009425158;0,0010601743618802479;0,0009287595151147495;15,8072
389;db5;5;soft;0,5;1,0;5,00308079563105;5,5773633052208424;0,0010601743618802479;0,0009288574025054307;15,1472
989;sym5;5;soft;0,5;1,0;5,00308079563105;5,576140455637194;0,0010601743618802479;0,0009291189791227225;14,2679
392;db5;5;soft;0,75;0,6;5,00308079563105;5,567123043643328;0,0010601743618802479;0,0009310501463439626;16,0861
992;sym5;5;soft;0,75;0,6;5,00308079563105;5,566210036106241;0,0010601743618802479;0,0009312458995011791;14,5709
1197;sym8;5;soft;1,0;0,6;5,00308079563105;5,561158960452325;0,0010601743618802479;0,000932329618067403;16,559
1193;sym8;5;soft;0,75;0,8;5,00308079563105;5,561158960452325;0,0010601743618802479;0,000932329618067403;15,7679
794;sym2;5;soft;0,75;1,0;5,00308079563105;5,560827457122173;0,0010601743618802479;0,0009324007868669772;13,2765
194;db2;5;soft;0,75;1,0;5,00308079563105;5,560827457122173;0,0010601743618802479;0,0009324007868669772;14,14
791;sym2;5;soft;0,75;0,4;5,00308079563105;5,559376464224769;0,0010601743618802479;0,0009327123572429021;12,4513
787;sym2;5;soft;0,5;0,6;5,00308079563105;5,559376464224769;0,0010601743618802479;0,0009327123572429021;14,6401
191;db2;5;soft;0,75;0,4;5,00308079563105;5,559376464224769;0,0010601743618802479;0,0009327123572429021;13,5566
187;db2;5;soft;0,5;0,6;5,00308079563105;5,559376464224769;0,0010601743618802479;0,0009327123572429021;14,2947
1189;sym8;5;soft;0,5;1,0;5,00308079563105;5,558772334554426;0,0010601743618802479;0,0009328421121501984;16,1147
