;mother_wavelet;local_max_level;threshold_type;k_coeff;m_coeff;input_snr;output_snr;input_mse;output_mse;execution_time
1190;sym8;5;soft;0,75;0,2;9,999938745326254;13,07461557593129;0,00033549921051211036;0,00016528133782752169;17,3308
1182;sym8;5;soft;0,25;0,6;9,999938745326254;13,07461557593129;0,00033549921051211036;0,00016528133782752169;16,5531
590;db8;5;soft;0,75;0,2;9,999938745326254;13,06374566061929;0,00033549921051211036;0,00016569553704854723;18,4666
582;db8;5;soft;0,25;0,6;9,999938745326254;13,06374566061929;0,00033549921051211036;0,00016569553704854723;16,3248
990;sym5;5;soft;0,75;0,2;9,999938745326254;13,044667579441438;0,00033549921051211036;0,00016642502050187127;15,6921
982;sym5;5;soft;0,25;0,6;9,999938745326254;13,044667579441438;0,00033549921051211036;0,00016642502050187127;15,1367
382;db5;5;soft;0,25;0,6;9,999938745326254;13,035550818845799;0,00033549921051211036;0,00016677474880125374;15,7901
390;db5;5;soft;0,75;0,2;9,999938745326254;13,035550818845799;0,00033549921051211036;0,00016677474880125374;20,2955
1150;sym8;4;soft;0,75;0,2;9,999938745326254;13,012149048660874;0,00033549921051211036;0,00016767583286273293;16,0126
1142;sym8;4;soft;0,25;0,6;9,999938745326254;13,012149048660874;0,00033549921051211036;0,00016767583286273293;18,383
542;db8;4;soft;0,25;0,6;9,999938745326254;13,008226309238808;0,00033549921051211036;0,00016782735349455226;18,0134
550;db8;4;soft;0,75;0,2;9,999938745326254;13,008226309238808;0,00033549921051211036;0,00016782735349455226;17,0642
942;sym5;4;soft;0,25;0,6;9,999938745326254;12,987226082599484;0,00033549921051211036;0,00016864084467912714;15,2191
950;sym5;4;soft;0,75;0,2;9,999938745326254;12,987226082599484;0,00033549921051211036;0,00016864084467912714;14,831
350;db5;4;soft;0,75;0,2;9,999938745326254;12,974931395073625;0,00033549921051211036;0,00016911893596989103;17,0702
342;db5;4;soft;0,25;0,6;9,999938745326254;12,974931395073625;0,00033549921051211036;0,00016911893596989103;15,5003
182;db2;5;soft;0,25;0,6;9,999938745326254;12,933616271163238;0,00033549921051211036;0,00017073546824394726;14,955
782;sym2;5;soft;0,25;0,6;9,999938745326254;12,933616271163238;0,00033549921051211036;0,00017073546824394726;12,6871
190;db2;5;soft;0,75;0,2;9,999938745326254;12,933616271163238;0,00033549921051211036;0,00017073546824394726;13,8489
790;sym2;5;soft;0,75;0,2;9,999938745326254;12,933616271163238;0,00033549921051211036;0,00017073546824394726;13,2305
1186;sym8;5;soft;0,5;0,4;9,999938745326254;12,91338055607143;0,00033549921051211036;0,00017153285712120123;17,0458
1183;sym8;5;soft;0,25;0,8;9,999938745326254;12,91338055607143;0,00033549921051211036;0,00017153285712120123;16,1624
1195;sym8;5;soft;1,0;0,2;9,999938745326254;12,91338055607143;0,00033549921051211036;0,00017153285712120123;16,4036
1155;sym8;4;soft;1,0;0,2;9,999938745326254;12,8932492867106;0,00033549921051211036;0,00017232982555869967;16,2125
1143;sym8;4;soft;0,25;0,8;9,999938745326254;12,8932492867106;0,00033549921051211036;0,00017232982555869967;16,5183
1146;sym8;4;soft;0,5;0,4;9,999938745326254;12,8932492867106;0,00033549921051211036;0,00017232982555869967;16,4052
586;db8;5;soft;0,5;0,4;9,999938745326254;12,891436375982032;0,00033549921051211036;0,0001724017776141409;17,7751
595;db8;5;soft;1,0;0,2;9,999938745326254;12,891436375982032;0,00033549921051211036;0,0001724017776141409;17,3105
583;db8;5;soft;0,25;0,8;9,999938745326254;12,891436375982032;0,00033549921051211036;0,0001724017776141409;16,5122
546;db8;4;soft;0,5;0,4;9,999938745326254;12,881554558386469;0,00033549921051211036;0,00017279450252147703;17,2976
555;db8;4;soft;1,0;0,2;9,999938745326254;12,881554558386469;0,00033549921051211036;0,00017279450252147703;16,6841
