;mother_wavelet;local_max_level;threshold_type;k_coeff;m_coeff;input_snr;output_snr;input_mse;output_mse;execution_time
0;db2;1;hard;0,25;0,2;9,999938745326254;10,011165525479434;0,00033549921051211036;0,0003346330443940436;10,2254
1;db2;1;hard;0,25;0,4;9,999938745326254;10,07649314336755;0,00033549921051211036;0,00032963708328315986;7,8911
2;db2;1;hard;0,25;0,6;9,999938745326254;10,223471412837839;0,00033549921051211036;0,000318667839380214;7,7822
3;db2;1;hard;0,25;0,8;9,999938745326254;10,445332670247133;0,00033549921051211036;0,00030279737790697253;9,1588
4;db2;1;hard;0,25;1,0;9,999938745326254;10,70960171148284;0,00033549921051211036;0,00028492148940567857;7,3681
5;db2;1;hard;0,5;0,2;9,999938745326254;10,07649314336755;0,00033549921051211036;0,00032963708328315986;7,8893
6;db2;1;hard;0,5;0,4;9,999938745326254;10,445332670247133;0,00033549921051211036;0,00030279737790697253;7,7368
7;db2;1;hard;0,5;0,6;9,999938745326254;10,957887542969743;0,00033549921051211036;0,000269089420104865;7,7156
8;db2;1;hard;0,5;0,8;9,999938745326254;11,235168470193116;0,00033549921051211036;0,0002524460211279802;8,0358
9;db2;1;hard;0,5;1,0;9,999938745326254;11,191998214079014;0,00033549921051211036;0,0002549679285788443;8,3268
10;db2;1;hard;0,75;0,2;9,999938745326254;10,223471412837839;0,00033549921051211036;0,000318667839380214;7,4324
11;db2;1;hard;0,75;0,4;9,999938745326254;10,957887542969743;0,00033549921051211036;0,000269089420104865;6,985
12;db2;1;hard;0,75;0,6;9,999938745326254;11,244028782008492;0,00033549921051211036;0,00025193151531663414;7,8512
13;db2;1;hard;0,75;0,8;9,999938745326254;10,986965005388718;0,00033549921051211036;0,0002672937946529904;9,3998
14;db2;1;hard;0,75;1,0;9,999938745326254;10,613846902014153;0,00033549921051211036;0,0002912733071522477;9,1482
15;db2;1;hard;1,0;0,2;9,999938745326254;10,445332670247133;0,00033549921051211036;0,00030279737790697253;7,5629
16;db2;1;hard;1,0;0,4;9,999938745326254;11,235168470193116;0,00033549921051211036;0,0002524460211279802;7,3023
17;db2;1;hard;1,0;0,6;9,999938745326254;10,986965005388718;0,00033549921051211036;0,0002672937946529904;7,2739
18;db2;1;hard;1,0;0,8;9,999938745326254;10,485665628132423;0,00033549921051211036;0,00029999831419166487;7,7836
19;db2;1;hard;1,0;1,0;9,999938745326254;9,961043983017731;0,00033549921051211036;0,00033851738610343697;7,3249
20;db2;1;soft;0,25;0,2;9,999938745326254;10,784769293994238;0,00033549921051211036;0,00028003250649392915;8,4487
21;db2;1;soft;0,25;0,4;9,999938745326254;11,284116017788342;0,00033549921051211036;0,0002496167792531196;8,9585
22;db2;1;soft;0,25;0,6;9,999938745326254;11,510152053963893;0,00033549921051211036;0,00023695734311283257;8,7091
23;db2;1;soft;0,25;0,8;9,999938745326254;11,521239843885688;0,00033549921051211036;0,0002363531488769998;8,0084
24;db2;1;soft;0,25;1,0;9,999938745326254;11,394569539690679;0,00033549921051211036;0,00024334835963866984;8,4495
25;db2;1;soft;0,5;0,2;9,999938745326254;11,284116017788342;0,00033549921051211036;0,0002496167792531196;9,2065
26;db2;1;soft;0,5;0,4;9,999938745326254;11,521239843885688;0,00033549921051211036;0,0002363531488769998;8,2487
27;db2;1;soft;0,5;0,6;9,999938745326254;11,194885505483263;0,00033549921051211036;0,0002547984762641136;9,1861
28;db2;1;soft;0,5;0,8;9,999938745326254;10,728409705917606;0,00033549921051211036;0,0002836902476885977;8,9935
29;db2;1;soft;0,5;1,0;9,999938745326254;10,282516217794466;0,00033549921051211036;0,0003143646870390512;8,0619
30;db2;1;soft;0,75;0,2;9,999938745326254;11,510152053963893;0,00033549921051211036;0,00023695734311283257;8,6279
31;db2;1;soft;0,75;0,4;9,999938745326254;11,194885505483263;0,00033549921051211036;0,0002547984762641136;8,2266
32;db2;1;soft;0,75;0,6;9,999938745326254;10,50000059869356;0,00033549921051211036;0,00029900972750619985;8,362
33;db2;1;soft;0,75;0,8;9,999938745326254;9,885399754656746;0,00033549921051211036;0,0003444652382711259;8,7453
34;db2;1;soft;0,75;1,0;9,999938745326254;9,37530523896546;0,00033549921051211036;0,00038739575113674315;9,2507
35;db2;1;soft;1,0;0,2;9,999938745326254;11,521239843885688;0,00033549921051211036;0,0002363531488769998;8,5594
36;db2;1;soft;1,0;0,4;9,999938745326254;10,728409705917606;0,00033549921051211036;0,0002836902476885977;8,205
37;db2;1;soft;1,0;0,6;9,999938745326254;9,885399754656746;0,00033549921051211036;0,0003444652382711259;8,2882
38;db2;1;soft;1,0;0,8;9,999938745326254;9,224296093135273;0,00033549921051211036;0,0004011028683996604;8,3508
39;db2;1;soft;1,0;1,0;9,999938745326254;8,703617372088608;0,00033549921051211036;0,00045219279667944645;8,7256
40;db2;2;hard;0,25;0,2;9,999938745326254;10,016006312728408;0,00033549921051211036;0,0003342602593397411;9,0066
41;db2;2;hard;0,25;0,4;9,999938745326254;10,10713778545648;0,00033549921051211036;0,00032731928853900173;9,3914
42;db2;2;hard;0,25;0,6;9,999938745326254;10,314480978360244;0,00033549921051211036;0,00031205940725437053;9,626
43;db2;2;hard;0,25;0,8;9,999938745326254;10,633756275332786;0,00033549921051211036;0,0002899410781702803;9,1962
44;db2;2;hard;0,25;1,0;9,999938745326254;11,014483915066442;0,00033549921051211036;0,0002656054520901913;9,4798
45;db2;2;hard;0,5;0,2;9,999938745326254;10,10713778545648;0,00033549921051211036;0,00032731928853900173;9,1906
46;db2;2;hard;0,5;0,4;9,999938745326254;10,633756275332786;0,00033549921051211036;0,0002899410781702803;10,0076
47;db2;2;hard;0,5;0,6;9,999938745326254;11,369118842571176;0,00033549921051211036;0,00024477862608619034;10,8298
48;db2;2;hard;0,5;0,8;9,999938745326254;11,711545407305678;0,00033549921051211036;0,00022621991576549287;11,4796
49;db2;2;hard;0,5;1,0;9,999938745326254;11,536959615124175;0,00033549921051211036;0,0002354991888316969;9,6442
50;db2;2;hard;0,75;0,2;9,999938745326254;10,314480978360244;0,00033549921051211036;0,00031205940725437053;9,7669
51;db2;2;hard;0,75;0,4;9,999938745326254;11,369118842571176;0,00033549921051211036;0,00024477862608619034;9,8132
52;db2;2;hard;0,75;0,6;9,999938745326254;11,672817865930988;0,00033549921051211036;0,00022824621820667138;12,0514
53;db2;2;hard;0,75;0,8;9,999938745326254;11,099412820746345;0,00033549921051211036;0,000260461834447536;11,5726
54;db2;2;hard;0,75;1,0;9,999938745326254;10,383969645670504;0,00033549921051211036;0,0003071060785383452;10,0781
55;db2;2;hard;1,0;0,2;9,999938745326254;10,633756275332786;0,00033549921051211036;0,0002899410781702803;10,175
56;db2;2;hard;1,0;0,4;9,999938745326254;11,711545407305678;0,00033549921051211036;0,00022621991576549287;9,812
57;db2;2;hard;1,0;0,6;9,999938745326254;11,099412820746345;0,00033549921051211036;0,000260461834447536;10,7966
58;db2;2;hard;1,0;0,8;9,999938745326254;10,149029297950307;0,00033549921051211036;0,00032417718540333834;9,6356
59;db2;2;hard;1,0;1,0;9,999938745326254;9,274141849086085;0,00033549921051211036;0,00039652556458604524;10,0755
60;db2;2;soft;0,25;0,2;9,999938745326254;11,180196697111995;0,00033549921051211036;0,0002556617205807318;11,7629
61;db2;2;soft;0,25;0,4;9,999938745326254;11,967311042661265;0,00033549921051211036;0,00021328203350421974;13,128
62;db2;2;soft;0,25;0,6;9,999938745326254;12,289522808958282;0,00033549921051211036;0,00019803096152997264;12,9332
63;db2;2;soft;0,25;0,8;9,999938745326254;12,217380004871586;0,00033549921051211036;0,00020134802618801284;13,2934
64;db2;2;soft;0,25;1,0;9,999938745326254;11,899810170267479;0,00033549921051211036;0,00021662289723947955;13,3698
65;db2;2;soft;0,5;0,2;9,999938745326254;11,967311042661265;0,00033549921051211036;0,00021328203350421974;12,5033
66;db2;2;soft;0,5;0,4;9,999938745326254;12,217380004871586;0,00033549921051211036;0,00020134802618801284;13,5731
67;db2;2;soft;0,5;0,6;9,999938745326254;11,472112266509768;0,00033549921051211036;0,00023904196512691367;15,2048
68;db2;2;soft;0,5;0,8;9,999938745326254;10,579310055949861;0,00033549921051211036;0,0002935988644118576;15,1929
69;db2;2;soft;0,5;1,0;9,999938745326254;9,796380014122775;0,00033549921051211036;0,00035159879311104304;13,2126
70;db2;2;soft;0,75;0,2;9,999938745326254;12,289522808958282;0,00033549921051211036;0,00019803096152997264;12,4065
71;db2;2;soft;0,75;0,4;9,999938745326254;11,472112266509768;0,00033549921051211036;0,00023904196512691367;14,0992
72;db2;2;soft;0,75;0,6;9,999938745326254;10,171336298442256;0,00033549921051211036;0,0003225163582363166;13,2055
73;db2;2;soft;0,75;0,8;9,999938745326254;9,14106041676171;0,00033549921051211036;0,00040886443521012553;12,195
74;db2;2;soft;0,75;1,0;9,999938745326254;8,34720794269655;0,00033549921051211036;0,0004981656138804586;11,683
75;db2;2;soft;1,0;0,2;9,999938745326254;12,217380004871586;0,00033549921051211036;0,00020134802618801284;13,6756
76;db2;2;soft;1,0;0,4;9,999938745326254;10,579310055949861;0,00033549921051211036;0,0002935988644118576;12,2317
77;db2;2;soft;1,0;0,6;9,999938745326254;9,14106041676171;0,00033549921051211036;0,00040886443521012553;11,6945
78;db2;2;soft;1,0;0,8;9,999938745326254;8,121701893858756;0,00033549921051211036;0,0005242948110622819;13,0163
79;db2;2;soft;1,0;1,0;9,999938745326254;7,370091601720368;0,00033549921051211036;0,0006360565507454643;12,1348
80;db2;3;hard;0,25;0,2;9,999938745326254;10,01821115927131;0,00033549921051211036;0,0003340906035969965;11,8553
81;db2;3;hard;0,25;0,4;9,999938745326254;10,120709794465952;0,00033549921051211036;0,000326297989313025;11,1006
82;db2;3;hard;0,25;0,6;9,999938745326254;10,356165397397106;0,00033549921051211036;0,0003090785294926415;11,5226
83;db2;3;hard;0,25;0,8;9,999938745326254;10,719801154806937;0,00033549921051211036;0,00028425313395952494;10,8312
84;db2;3;hard;0,25;1,0;9,999938745326254;11,156867698002984;0,00033549921051211036;0,0002570387539822453;12,0655
85;db2;3;hard;0,5;0,2;9,999938745326254;10,120709794465952;0,00033549921051211036;0,000326297989313025;11,1116
86;db2;3;hard;0,5;0,4;9,999938745326254;10,719801154806937;0,00033549921051211036;0,00028425313395952494;11,0323
87;db2;3;hard;0,5;0,6;9,999938745326254;11,568034119742578;0,00033549921051211036;0,00023382016631852214;17,2541
88;db2;3;hard;0,5;0,8;9,999938745326254;11,937304102998453;0,00033549921051211036;0,0002147607771020072;11,2179
89;db2;3;hard;0,5;1,0;9,999938745326254;11,681011953929982;0,00033549921051211036;0,00022781597872381098;10,9276
90;db2;3;hard;0,75;0,2;9,999938745326254;10,356165397397106;0,00033549921051211036;0,0003090785294926415;10,4999
91;db2;3;hard;0,75;0,4;9,999938745326254;11,568034119742578;0,00033549921051211036;0,00023382016631852214;10,9401
92;db2;3;hard;0,75;0,6;9,999938745326254;11,871502971796119;0,00033549921051211036;0,00021803945101952802;11,7068
93;db2;3;hard;0,75;0,8;9,999938745326254;11,115156960838092;0,00033549921051211036;0,0002595193118749497;17,6736
94;db2;3;hard;0,75;1,0;9,999938745326254;10,22323987331523;0,00033549921051211036;0,0003186848292728731;10,4908
95;db2;3;hard;1,0;0,2;9,999938745326254;10,719801154806937;0,00033549921051211036;0,00028425313395952494;12,0575
96;db2;3;hard;1,0;0,4;9,999938745326254;11,937304102998453;0,00033549921051211036;0,0002147607771020072;13,0462
97;db2;3;hard;1,0;0,6;9,999938745326254;11,115156960838092;0,00033549921051211036;0,0002595193118749497;12,6695
98;db2;3;hard;1,0;0,8;9,999938745326254;9,939082106200892;0,00033549921051211036;0,00034023357336991465;10,7574
99;db2;3;hard;1,0;1,0;9,999938745326254;8,905312913309501;0,00033549921051211036;0,00043167220502703763;12,574
100;db2;3;soft;0,25;0,2;9,999938745326254;11,38495070115603;0,00033549921051211036;0,00024388792961641835;14,8902
101;db2;3;soft;0,25;0,4;9,999938745326254;12,33396892040885;0,00033549921051211036;0,00019601462905217582;14,1639
102;db2;3;soft;0,25;0,6;9,999938745326254;12,70454003370341;0,00033549921051211036;0,00017998295326639589;14,3428
103;db2;3;soft;0,25;0,8;9,999938745326254;12,565831506798709;0,00033549921051211036;0,00018582418057873536;16,8243
104;db2;3;soft;0,25;1,0;9,999938745326254;12,121643484468109;0,00033549921051211036;0,00020583585542432653;13,6465
105;db2;3;soft;0,5;0,2;9,999938745326254;12,33396892040885;0,00033549921051211036;0,00019601462905217582;14,1191
106;db2;3;soft;0,5;0,4;9,999938745326254;12,565831506798709;0,00033549921051211036;0,00018582418057873536;20,1923
107;db2;3;soft;0,5;0,6;9,999938745326254;11,555869233687709;0,00033549921051211036;0,00023447603075959098;12,7764
108;db2;3;soft;0,5;0,8;9,999938745326254;10,432035846606219;0,00033549921051211036;0,0003037258753630643;12,7814
109;db2;3;soft;0,5;1,0;9,999938745326254;9,486695766498322;0,00033549921051211036;0,0003775859279344634;12,8987
