;mother_wavelet;local_max_level;threshold_type;k_coeff;m_coeff;input_snr;output_snr;input_mse;output_mse;execution_time
1199;sym8;5;soft;1,0;1,0;6,666519506296275;8,135329136618765;0,0006026839935351772;0,00042974288426701594;16,1528
599;db8;5;soft;1,0;1,0;6,666519506296275;8,133392531133765;0,0006026839935351772;0,0004299345578999558;17,9769
999;sym5;5;soft;1,0;1,0;6,666519506296275;8,126886322705467;0,0006026839935351772;0,00043057912979687637;15,8609
399;db5;5;soft;1,0;1,0;6,666519506296275;8,12135148242497;0,0006026839935351772;0,00043112822864002024;19,302
199;db2;5;soft;1,0;1,0;6,666519506296275;8,093078754538958;0,0006026839935351772;0,000433944044592541;15,1061
799;sym2;5;soft;1,0;1,0;6,666519506296275;8,093078754538958;0,0006026839935351772;0,000433944044592541;12,966
198;db2;5;soft;1,0;0,8;6,666519506296275;8,03994571159243;0,0006026839935351772;0,00043928567051357975;15,2085
798;sym2;5;soft;1,0;0,8;6,666519506296275;8,03994571159243;0,0006026839935351772;0,00043928567051357975;14,7744
194;db2;5;soft;0,75;1,0;6,666519506296275;8,015057593377904;0,0006026839935351772;0,00044181031241923886;13,6797
794;sym2;5;soft;0,75;1,0;6,666519506296275;8,015057593377904;0,0006026839935351772;0,00044181031241923886;13,0554
998;sym5;5;soft;1,0;0,8;6,666519506296275;8,004637007561193;0,0006026839935351772;0,00044287167752493276;15,5313
1198;sym8;5;soft;1,0;0,8;6,666519506296275;8,000104557146159;0,0006026839935351772;0,0004433341152965693;16,4467
598;db8;5;soft;1,0;0,8;6,666519506296275;7,999624354858867;0,0006026839935351772;0,00044338313775372774;17,1819
398;db5;5;soft;1,0;0,8;6,666519506296275;7,999314263400336;0,0006026839935351772;0,0004434147969707266;23,6857
994;sym5;5;soft;0,75;1,0;6,666519506296275;7,965093313795705;0,0006026839935351772;0,0004469225588015015;16,513
394;db5;5;soft;0,75;1,0;6,666519506296275;7,95967357721733;0,0006026839935351772;0,00044748063970094065;15,5485
