;mother_wavelet;local_max_level;threshold_type;k_coeff;m_coeff;input_snr;output_snr;input_mse;output_mse;execution_time
199;db2;5;soft;1,0;1,0;10,004054848777841;10,561744245930583;0,00042415349641620803;0,0003730388912624524;13,8222
799;sym2;5;soft;1,0;1,0;10,004054848777841;10,561744245930583;0,00042415349641620803;0,0003730388912624524;14,0573
399;db5;5;soft;1,0;1,0;10,004054848777841;10,540400548875624;0,00042415349641620803;0,00037487672859958063;15,1129
999;sym5;5;soft;1,0;1,0;10,004054848777841;10,535519979590546;0,00042415349641620803;0,00037529824910258566;15,3305
599;db8;5;soft;1,0;1,0;10,004054848777841;10,533546446749646;0,00042415349641620803;0,00037546883191292484;18,1834
1199;sym8;5;soft;1,0;1,0;10,004054848777841;10,532751106140417;0,00042415349641620803;0,00037553759929724037;15,8542
198;db2;5;soft;1,0;0,8;10,004054848777841;10,51913381028055;0,00042415349641620803;0,00037671694473247045;13,5087
798;sym2;5;soft;1,0;0,8;10,004054848777841;10,51913381028055;0,00042415349641620803;0,00037671694473247045;12,7949
794;sym2;5;soft;0,75;1,0;10,004054848777841;10,505006669594792;0,00042415349641620803;0,0003779443603998516;14,1179
194;db2;5;soft;0,75;1,0;10,004054848777841;10,505006669594792;0,00042415349641620803;0,0003779443603998516;13,091
398;db5;5;soft;1,0;0,8;10,004054848777841;10,48278508483287;0,00042415349641620803;0,0003798831475782208;15,0126
998;sym5;5;soft;1,0;0,8;10,004054848777841;10,47829101992945;0,00042415349641620803;0,0003802764528605621;16,1272
598;db8;5;soft;1,0;0,8;10,004054848777841;10,4744315639728;0,00042415349641620803;0,00038061454431929936;17,7384
1198;sym8;5;soft;1,0;0,8;10,004054848777841;10,473567887979428;0,00042415349641620803;0,0003806902441836428;16,2945
394;db5;5;soft;0,75;1,0;10,004054848777841;10,465731614182552;0,00042415349641620803;0,0003813777698417349;15,2813
994;sym5;5;soft;0,75;1,0;10,004054848777841;10,461374537225069;0,00042415349641620803;0,00038176058062817903;15,1253
594;db8;5;soft;0,75;1,0;10,004054848777841;10,45710950073623;0,00042415349641620803;0,0003821356769379539;16,8325
1194;sym8;5;soft;0,75;1,0;10,004054848777841;10,456268597355908;0,00042415349641620803;0,0003822096751828212;18,1054
797;sym2;5;soft;1,0;0,6;10,004054848777841;10,452758531455139;0,00042415349641620803;0,00038251871052586166;13,5323
197;db2;5;soft;1,0;0,6;10,004054848777841;10,452758531455139;0,00042415349641620803;0,00038251871052586166;13,4987
193;db2;5;soft;0,75;0,8;10,004054848777841;10,452758531455139;0,00042415349641620803;0,00038251871052586166;13,9199
793;sym2;5;soft;0,75;0,8;10,004054848777841;10,452758531455139;0,00042415349641620803;0,00038251871052586166;13,5551
189;db2;5;soft;0,5;1,0;10,004054848777841;10,408516236864955;0,00042415349641620803;0,00038643540781728615;13,3822
789;sym2;5;soft;0,5;1,0;10,004054848777841;10,408516236864955;0,00042415349641620803;0,00038643540781728615;13,5687
393;db5;5;soft;0,75;0,8;10,004054848777841;10,407164636222141;0,00042415349641620803;0,00038655569201412923;15,1426
397;db5;5;soft;1,0;0,6;10,004054848777841;10,407164636222141;0,00042415349641620803;0,00038655569201412923;15,7403
759;sym2;4;soft;1,0;1,0;10,004054848777841;10,405481334908501;0,00042415349641620803;0,0003867055478952049;13,3908
159;db2;4;soft;1,0;1,0;10,004054848777841;10,405481334908501;0,00042415349641620803;0,0003867055478952049;14,5683
993;sym5;5;soft;0,75;0,8;10,004054848777841;10,40335108751026;0,00042415349641620803;0,0003868952764295197;15,9674
997;sym5;5;soft;1,0;0,6;10,004054848777841;10,40335108751026;0,00042415349641620803;0,0003868952764295197;15,7371
593;db8;5;soft;0,75;0,8;10,004054848777841;10,398218850434006;0,00042415349641620803;0,00038735275679888825;17,7076
597;db8;5;soft;1,0;0,6;10,004054848777841;10,398218850434006;0,00042415349641620803;0,00038735275679888825;17,9574
1197;sym8;5;soft;1,0;0,6;10,004054848777841;10,39744509320495;0,00042415349641620803;0,00038742177533567884;17,0888
1193;sym8;5;soft;0,75;0,8;10,004054848777841;10,39744509320495;0,00042415349641620803;0,00038742177533567884;18,048
359;db5;4;soft;1,0;1,0;10,004054848777841;10,39185152568303;0,00042415349641620803;0,0003879210830879553;15,5065
959;sym5;4;soft;1,0;1,0;10,004054848777841;10,38938693349376;0,00042415349641620803;0,00038814128818921744;15,1932
559;db8;4;soft;1,0;1,0;10,004054848777841;10,386475340617494;0,00042415349641620803;0,0003884015927440487;16,6748
158;db2;4;soft;1,0;0,8;10,004054848777841;10,385346886649074;0,00042415349641620803;0,0003885025266228088;14,9541
758;sym2;4;soft;1,0;0,8;10,004054848777841;10,385346886649074;0,00042415349641620803;0,0003885025266228088;13,334
1159;sym8;4;soft;1,0;1,0;10,004054848777841;10,384327253339784;0,00042415349641620803;0,00038859374966123143;15,9978
192;db2;5;soft;0,75;0,6;10,004054848777841;10,383181808644245;0,00042415349641620803;0,00038869625415342547;14,4249
792;sym2;5;soft;0,75;0,6;10,004054848777841;10,383181808644245;0,00042415349641620803;0,00038869625415342547;12,7401
754;sym2;4;soft;0,75;1,0;10,004054848777841;10,37759260905019;0,00042415349641620803;0,0003891968130134046;12,6199
154;db2;4;soft;0,75;1,0;10,004054848777841;10,37759260905019;0,00042415349641620803;0,0003891968130134046;14,2089
389;db5;5;soft;0,5;1,0;10,004054848777841;10,361263310353849;0,00042415349641620803;0,00039066293200012297;15,7738
358;db5;4;soft;1,0;0,8;10,004054848777841;10,358501628259582;0,00042415349641620803;0,0003909114338748623;14,8642
989;sym5;5;soft;0,5;1,0;10,004054848777841;10,357907369768036;0,00042415349641620803;0,0003909649271479187;16,0439
958;sym5;4;soft;1,0;0,8;10,004054848777841;10,355942485374236;0,00042415349641620803;0,0003911418519584307;14,9324
788;sym2;5;soft;0,5;0,8;10,004054848777841;10,355427264603335;0,00042415349641620803;0,00039118825742043555;13,0009
196;db2;5;soft;1,0;0,4;10,004054848777841;10,355427264603335;0,00042415349641620803;0,00039118825742043555;14,9982
796;sym2;5;soft;1,0;0,4;10,004054848777841;10,355427264603335;0,00042415349641620803;0,00039118825742043555;12,3733
188;db2;5;soft;0,5;0,8;10,004054848777841;10,355427264603335;0,00042415349641620803;0,00039118825742043555;13,7391
589;db8;5;soft;0,5;1,0;10,004054848777841;10,352479695950159;0,00042415349641620803;0,0003914538480904108;18,2846
